id_client,nom,prenom,email,date_naissance,sexe,ville,telephone,date_inscription,canal_acquisition
C01570,Bensouda,Loubna,loubna@,1999-05-24,f,casablanca,0622268114,2022-03-18,Social Media
C00534,Tazi,Khadija,khadija.tazi181@gmail.com,1993-12-28,f,Agadir,0617425900,2024-01-19,Social Media
C97836,Benali,Meryem,meryem.benali121@gmail.com,1990-12-08,F,rabat,0633919085,2024-04-07,Social Media
C01201,Bensouda,Mustapha,mustapha.bensouda217@gmail.com,1975-01-23,M,AGA,0756206851,2024-08-16,Email
C00032,Bensouda,Zakaria,zakaria.bensouda943@gmail.com,1983-04-17,Homme,Casablanca,0778064830,2024-10-02,Bouche à oreille
C98229,Benali,Mustapha,mustapha.benali927@hotmail.com,2003-03-09,M,meknes,0790548682,2023-01-10,Social Media
C01008,Mansouri,Reda,reda.mansouri287@gmail.com,1970-04-02,m,Oujda,0766323846,2021-05-30,Bouche à oreille
C02972,Ouali,Karim,karim.ouali524@gmail.com,1970-06-22,Homme,KEN,0727998275,2024-08-12,Bouche à oreille
C01793,Filali,Ahmed,ahmed.filali106@gmail.com,2031-01-07,H,AGADIR,0714091407,2021-09-26,Instagram
C01598,Bennani,Meryem,meryem.bennani262@outlook.com,1977-04-11,0,TNG,0693678289,2020-06-05,Instagram
C01917,Moussaoui,Nadia,nadia.moussaoui291@hotmail.com,1999-02-18,0,CASA,0658038653,2024-11-09,Marketplace
C01799,El Amrani,Zakaria,zakaria.elamrani507@outlook.com,1953-12-15,1,agdr,0660231698,2022-03-21,Instagram
C00645,Bennani,Soukaina,soukaina.bennani470@yahoo.com,1997-09-03,female,Tnja,0791181404,2022-07-01,Référencement
C01875,Moussaoui,Dounia,dounia.moussaoui820@outlook.com,1999-06-29,F,tanger-med,0692562620,2022-07-23,Facebook
C00998,Filali,Karim,karim@,1977-01-09,h,Rabat,0724916551,2020-07-12,Social Media
C01924,Ouali,Hajar,@ouali.com,1951-01-28,Femme,marrakech,0776167563,2023-02-05,Google Ads
C03573,Moussaoui,Hamza,hamza.moussaoui22@gmail.com,2008-09-05,h,tanger,0771314849,2023-09-17,SEO
C00988,Belkadi,Hassan,hassan.belkadi712@gmail.com,2001-08-25,m,Casablanca-Anfa,0759889271,2023-05-06,Marketplace
C00492,Chraibi,Samir,samir.chraibi995@yahoo.com,1994-01-23,h,FEZ,0693031143,2021-08-05,Email
C00433,Ouali,Mustapha,mustapha.ouali203@gmail.com,1987-12-13,male,Tanger-Ville,0786207390,2022-12-28,Email
C00277,Tahiri,Adil,adil.tahiri155@yahoo.com,1984-04-24,Homme,FEZ,0652464268,2023-03-12,Email
C03589,El Amrani,Rachid,rachid.elamrani482@outlook.com,1983-08-02,H,Marrakech,0762403388,2023-07-26,Direct
C00919,Alaoui,Soukaina,soukaina.alaoui891@gmail.com,1966-04-03,Femme,MRK,0796957157,2022-08-31,Social Media
C02909,Mansouri,Nadia,nadia.mansouri779@gmail.com,1981-12-14,female,agdr,0780544092,2022-09-22,Instagram
C00615,Mansouri,Mehdi,mehdi.mansouri338@gmail.com,1952-01-23,m,tanger,0767975205,2020-07-17,SEO
C02855,El Fassi,Khalid,khalid.elfassi465@gmail.com,1963-08-17,male,fès,0654760311,2020-11-14,Référencement
C00994,Lahlou,Meryem,meryem.lahlou728@gmail.com,1963-06-24,0,AGA,0727677427,2022-11-30,Google Ads
C00839,Idrissi,Rachid,rachid.idrissi162@gmail.com,1988-04-16,H,rabat,0763582355,2023-03-24,Marketplace
C00188,Idrissi,Nadia,nadia.idrissi399@gmail.com,1959-07-08,F,Marrakech,0758307308,2020-01-11,Bouche à oreille
C02306,Idrissi,Sanaa,sanaa.idrissi332@gmail.com,2009-01-25,F,Tanger,0693549027,2024-06-18,Google Ads
C00603,Tahiri,Zineb,zineb.tahiri173@gmail.com,1960-03-16,0,agdr,0715609238,2022-05-17,SEO
C02634,Ouali,Aicha,aicha.ouali111@gmail.com,1992-02-13,female,RABAT,0663142814,2020-10-29,Bouche à oreille
C01904,Belkadi,Dounia,dounia.belkadi951@gmail.com,2003-09-11,F,mrakech,0620715605,2023-01-18,Google Ads
C00145,Filali,Omar,omar.filali632@gmail.com,1990-02-26,male,agadir,0785554415,2021-11-19,Bouche à oreille
C00632,Kadiri,Tariq,tariq.kadiri810@gmail.com,1972-10-31,Homme,casa,0741458567,2021-03-25,Facebook
C03266,Alaoui,Nabil,nabil.alaoui744@gmail.com,2001-01-07,Homme,CASA,0669765162,2021-08-26,Facebook
C03935,Filali,Omar,omar.filali52@gmail.com,1959-01-14,h,Meknes,0710264907,2021-12-08,Email
C02592,Idrissi,Nabil,nabil.idrissi781@outlook.com,2034-05-21,m,Casablanca,0714086791,2024-02-23,Direct
C01486,Chraibi,Sanaa,sanaa.chraibi346@outlook.com,1953-07-17,f,rabat,0742835306,2022-03-08,Social Media
C03721,Ziani,Hafsa,hafsa.ziani201@gmail.com,1986-07-02,Femme,Casablanca-Anfa,0617894876,2022-10-06,SEO
C00960,El Fassi,Zakaria,zakaria.elfassi254@outlook.com,2006-09-30,h,rabat,0671212149,2023-08-25,Email
C02557,Idrissi,Mohammed,mohammed.idrissi683@hotmail.com,1970-08-05,M,meknes,0725860705,2020-03-15,SEO
C00101,Mansouri,Ahmed,ahmed.mansouri590@gmail.com,1981-04-13,m,fes,0725458308,2023-08-04,Facebook
C02513,Benali,Zakaria,zakaria.benali898@gmail.com,1993-10-23,Homme,Agadir,0644447566,2023-06-05,SEO
C01921,El Amrani,Bilal,bilal.elamrani778@outlook.com,2005-07-07,Homme,oujda,0748642788,2020-07-14,Instagram
C00563,Alaoui,Mustapha,mustapha.alaoui523@gmail.com,2006-04-23,male,KEN,0757708716,2023-09-15,Bouche à oreille
C93360,Moussaoui,Rachid,rachid.moussaoui935@gmail.com,1958-10-15,Homme,Oujda,0631948303,2021-02-03,Bouche à oreille
C02224,Tazi,Sanaa,sanaa.tazi559@yahoo.com,1972-04-14,Femme,Meknès,0770335130,2023-08-30,Référencement
C03460,Mansouri,Zakaria,zakaria.mansouri823@gmail.com,2005-09-13,H,fes,0665836568,2022-07-29,Référencement
C03572,Tahiri,Bilal,bilal.tahiri264@yahoo.com,1975-09-19,Homme,fes,0684172359,2020-12-22,Direct
C02933,Bensouda,Samir,samir.bensouda326@hotmail.com,1983-09-14,male,Tnja,0743723221,2021-05-14,Marketplace
C01170,Tazi,Youssef,youssef.tazi137@hotmail.com,2009-09-16,m,Kénitra,0799396822,2024-08-20,Marketplace
C00912,Chraibi,Youssef,youssef.chraibi706@gmail.com,2007-12-26,M,Tanger,0746743866,2024-03-09,Direct
C02448,Belkadi,Bilal,bilal.belkadi831@hotmail.com,1953-05-31,Homme,Salé,0767411199,2023-06-09,Marketplace
C00784,Bennani,Hassan,hassan.bennani647@gmail.com,1953-02-27,m,MARRAKECH,0792410355,2021-12-03,Marketplace
C03454,Belkadi,Mehdi,mehdi.belkadi178@gmail.com,1983-09-18,m,Meknes,0690763816,2022-06-28,Direct
C02904,Kadiri,Hamza,hamza.kadiri296@gmail.com,1957-02-27,Homme,OUJ,0626844607,2023-12-28,Direct
C00178,Chraibi,Hamza,hamza.chraibi939@gmail.com,1963-08-21,1,AGA,0619976458,2020-04-30,SEO
C03353,Benali,Karim,karim.benali464@yahoo.com,2004-06-16,1,tanger-med,0747288768,2023-03-31,Google Ads
C02636,Moussaoui,Salma,salma.moussaoui622@hotmail.com,2007-12-06,female,KEN,0640101068,2022-01-17,Facebook
C00189,Chraibi,Zineb,zineb.chraibi418@yahoo.com,1981-08-10,F,MEK,0761705758,2020-07-09,SEO
C03277,Moussaoui,Loubna,loubna.moussaoui56@hotmail.com,1985-02-12,f,mrakech,0735233943,2024-10-30,Email
C01851,Alaoui,Dounia,dounia.alaoui157@gmail.com,1951-06-05,F,marrakech,0636635790,2024-06-12,Facebook
C01382,Lahlou,Reda,reda.lahlou78@yahoo.com,1999-06-26,h,Casablanca-Anfa,0740710031,2020-04-19,Instagram
C00648,Lahlou,Imane,imane.lahlou69@gmail.com,1975-12-26,F,Agadir,0784198767,2021-03-20,Social Media
C03442,Ouali,Salma,salma.ouali210@outlook.com,1951-03-04,F,sale,0656145337,2024-06-08,Bouche à oreille
C03110,Ghazi,Hicham,hicham.ghazi268@gmail.com,1997-05-01,male,FES,0666825742,2024-10-28,Instagram
C01510,Belkadi,Youssef,youssef.belkadi370@gmail.com,1997-04-13,male,marrakech,0762061217,2023-11-25,Référencement
C02403,Benali,Rania,rania.benali43@gmail.com,1965-03-04,Femme,MRK,0748970622,2021-11-09,Facebook
C01567,Berrada,Nadia,nadia.berrada447@gmail.com,1951-12-05,Femme,SAL,0634727844,2022-05-21,Email
C03992,Lahlou,Mehdi,mehdi.lahlou378@gmail.com,1957-04-14,h,Meknes,0766583678,2020-10-04,Facebook
C00045,Ziani,Fatima,fatima.ziani118@gmail.com,1995-03-16,0,RBA,0732520277,2023-12-03,Marketplace
C03963,Ghazi,Amine,amine.ghazi302@gmail.com,1997-10-20,male,MRK,0655606280,2020-09-11,Facebook
C03395,Ghazi,Mohammed,mohammed.ghazi667@gmail.com,1971-12-06,M,Oujda,0688016807,2021-10-09,Facebook
C03848,Alaoui,Zineb,zineb.alaoui610@gmail.com,1951-07-29,0,MARRAKECH,0630905965,2021-10-31,Facebook
C03356,Bensouda,Rania,rania.bensouda492@gmail.com,2001-07-20,F,MRK,0668145889,2020-04-30,Direct
C02282,El Fassi,Mohammed,mohammed.elfassi321@gmail.com,1979-01-30,M,casa,0669612966,2021-02-08,Direct
C02924,Belkadi,Khadija,khadija.belkadi589@hotmail.com,1981-09-10,F,MARRAKECH,0765556869,2022-04-16,Google Ads
C02056,El Fassi,Mohammed,mohammed.elfassi792@gmail.com,2002-10-01,male,fès,0770156330,2020-04-19,Direct
C00646,Kadiri,Mustapha,mustapha.kadiri94@hotmail.com,1980-08-01,M,kenitra,0762491260,2024-09-21,Marketplace
C00754,Mansouri,Loubna,loubna.mansouri372@gmail.com,1993-03-25,0,rabat,0731845331,2020-02-27,Direct
C02112,Berrada,Samir,samir.berrada740@outlook.com,1950-06-20,m,MARRAKECH,0682111233,2021-04-07,Facebook
C02365,Berrada,Amine,amine.berrada702@gmail.com,1962-01-13,1,OUJDA,0721167698,2023-10-08,Facebook
C03635,Berrada,Karim,@berrada.com,1977-09-19,H,Tnja,0698301036,2023-04-11,SEO
C01632,Belkadi,Hajar,hajar.belkadi445@yahoo.com,1992-06-03,female,Fez,0622901181,2021-05-15,Direct
C00616,Lahlou,Bilal,bilal.lahlou349@gmail.com,2003-09-17,1,rabat,0690525899,2022-11-30,Marketplace
C01337,Ziani,Samir,samir.ziani798@gmail.com,1986-10-07,m,Casa,0643726394,2022-05-20,Instagram
C02755,Filali,Nabil,nabil.filali227@gmail.com,1999-12-26,m,Oujda,0776253213,2022-11-17,Google Ads
C02232,Ouali,Rachid,rachid.ouali552@gmail.com,1991-02-26,h,oujda,0792739430,2024-04-08,Facebook
C00856,Belkadi,Aicha,aicha.belkadi977@yahoo.com,1992-07-11,f,RABAT,0776428236,2024-05-30,Email
C03598,Idrissi,Dounia,dounia.idrissi,1956-12-28,0,rabat,0763429311,2021-03-02,Bouche à oreille
C01704,Lahlou,Omar,omar.lahlou760@yahoo.com,1972-03-21,M,agadir,0644141277,2020-07-10,Google Ads
C00505,Ghazi,Widad,widad.ghazi959@yahoo.com,1991-12-22,f,sale,0690364540,2021-01-10,Email
C03576,Idrissi,Hafsa,hafsa.idrissi301@gmail.com,2000-12-29,f,fès,0610626634,2021-08-07,Email
C02616,Bennani,Tariq,tariq.bennani508@gmail.com,1953-09-05,H,MRK,0788399481,2021-06-27,Facebook
C01883,Tahiri,Imane,imane.tahiri439@gmail.com,1990-12-19,F,agadir,0767632927,2023-04-10,Référencement
C02317,Berrada,Mustapha,mustapha.berrada980@gmail.com,1960-08-07,M,fes,0739677356,2020-08-17,Social Media
C00490,Benali,Hicham,hicham.benali136@gmail.com,1983-06-07,Homme,oujda,0649126722,2024-02-19,Référencement
C92355,Idrissi,Leila,leila.idrissi140@gmail.com,1961-02-10,female,Marrakesh,0796239314,2023-02-19,Email
C02213,Belkadi,Tariq,tariq.belkadi9@yahoo.com,1990-12-18,M,Tanger,0710602514,2022-11-03,SEO
C00386,Lahlou,Mohammed,mohammed.lahlou586@yahoo.com,1977-08-12,male,casablanca,0759269031,2020-11-15,Marketplace
C02709,El Amrani,Nabil,nabil.elamrani703@outlook.com,2002-08-15,Homme,Marrakech,0643282649,2024-05-14,Social Media
C01215,Berrada,Youssef,youssef.berrada227@gmail.com,1974-10-11,H,TNG,0711570055,2020-07-17,Marketplace
C03906,Tahiri,Hamza,hamza.tahiri49@gmail.com,1954-11-12,m,Tnja,0635769858,2023-04-27,Facebook
C03252,El Fassi,Hafsa,hafsa.elfassi737@gmail.com,2005-05-01,F,Fez,0622298178,2022-03-21,Référencement
C00495,Idrissi,Fatima,@idrissi.com,1961-03-14,F,kenitra,0773607213,2023-08-18,Bouche à oreille
C01983,Alaoui,Reda,reda.alaoui656@gmail.com,2002-11-27,h,TNG,0615886282,2021-11-04,Social Media
C03647,Filali,Samir,samir.filali267@gmail.com,2008-02-29,h,kenitra,0793933251,2022-12-26,Marketplace
C00701,Bensouda,Salma,salma.bensouda368@outlook.com,1971-08-16,0,agdr,0744987131,2020-06-01,Facebook
C00005,Idrissi,Karim,karim.idrissi167@gmail.com,1980-07-01,Homme,Kénitra,0691756179,2021-06-30,Email
C91697,Ouali,Adil,adil.ouali103@yahoo.com,1963-02-01,M,FEZ,0740693320,2020-05-05,Marketplace
C00388,Ziani,Karim,karim.ziani591@gmail.com,1991-05-01,H,MRK,0768291349,2024-04-27,Facebook
C03758,Idrissi,Amine,amine.idrissi552@gmail.com,1983-04-26,M,FEZ,0626042897,2024-02-13,Direct
C02254,Ziani,Hicham,hicham.ziani657@hotmail.com,1969-08-07,male,fes,0720661020,2021-02-22,Bouche à oreille
C03764,Alaoui,Rachid,rachid.alaoui938@gmail.com,1986-11-27,Homme,tanger-med,0772967747,2024-09-12,Bouche à oreille
C03382,Berrada,Nadia,nadia.berrada760@gmail.com,1996-07-31,F,marrakech,0732250681,2022-06-04,Direct
C00904,Berrada,Leila,leila.berrada395@gmail.com,1974-11-04,0,AGA,0781227403,2024-09-13,Social Media
C00845,El Amrani,Mehdi,mehdi.elamrani766@gmail.com,1973-05-19,m,Meknès,0611999650,2023-01-03,Référencement
C00953,Tazi,Houda,houda.tazi100@gmail.com,1959-09-23,0,kenitra,0742846895,2022-07-27,Bouche à oreille
C02622,Filali,Zakaria,zakaria.filali193@gmail.com,1976-04-09,m,Meknès,0766816274,2023-12-24,Facebook
C03331,Ouali,Reda,reda.ouali23@outlook.com,1952-06-26,H,Rbat,0692357168,2021-08-20,Direct
C00797,Benali,Zakaria,zakaria.benali804@yahoo.com,1955-05-03,H,RBA,0792241997,2020-06-02,Facebook
C03892,Tazi,Dounia,dounia.tazi45@gmail.com,1995-09-28,0,fès,0739062797,2023-05-12,Instagram
C03226,Mansouri,Nabil,nabil.mansouri709@gmail.com,1965-11-03,M,casa,0731969004,2023-05-16,Facebook
C01583,Ziani,Zakaria,zakaria.ziani295@hotmail.com,1967-09-01,M,agadir,0793114754,2024-02-16,Marketplace
C00762,Kadiri,Mustapha,mustapha.kadiri878@gmail.com,1986-12-26,m,Marrakesh,0760154896,2022-06-21,Social Media
C03075,Tahiri,Salma,salma.tahiri187@gmail.com,1973-05-06,female,MEK,0653709082,2022-02-25,Bouche à oreille
C02474,Tahiri,Zakaria,zakaria.tahiri650@gmail.com,1976-01-01,1,oujda,0783474164,2022-01-07,SEO
C01253,El Fassi,Hajar,hajar.elfassi702@gmail.com,1955-05-16,f,Casablanca-Anfa,0633556305,2024-03-06,Référencement
C01962,Mansouri,Samir,samir.mansouri380@gmail.com,2002-05-05,male,TANGER,0635205716,2024-01-04,Email
C02693,Berrada,Bilal,bilal.berrada761@gmail.com,1958-02-21,1,tanger-med,0737939985,2021-08-25,Google Ads
C01971,Mansouri,Loubna,loubna.mansouri379@yahoo.com,1981-05-26,Femme,oujda,0647888143,2023-03-30,Email
C02088,Berrada,Mohammed,mohammed.berrada577@gmail.com,1978-06-18,M,Rbat,0659383717,2021-02-22,Marketplace
C01713,Alaoui,Bilal,bilal.alaoui69@gmail.com,1986-10-13,male,tanger,0692479912,2020-03-21,Social Media
C03137,Bennani,Mustapha,mustapha.bennani656@gmail.com,1985-08-19,h,OUJDA,0687199068,2023-04-10,Bouche à oreille
C02330,Chraibi,Hassan,hassan.chraibi727@gmail.com,1961-02-11,m,Tanger,0646546762,2020-05-04,Instagram
C02641,Alaoui,Zineb,zineb.alaoui604@hotmail.com,1987-11-17,F,casa,0697303268,2023-01-27,Social Media
C01167,Chraibi,Meryem,meryem.chraibi322@gmail.com,1979-06-18,female,FES,0665596056,2022-04-11,Instagram
C01284,Idrissi,Soukaina,soukaina.idrissi571@gmail.com,1961-07-27,F,rabat,0793676297,2021-07-03,Marketplace
C03087,Tazi,Mustapha,mustapha.tazi914@yahoo.com,1959-06-08,1,MARRAKECH,0634336115,2020-06-01,Référencement
C91151,Tahiri,Reda,reda.tahiri284@gmail.com,1990-09-07,H,OUJDA,0679782589,2022-07-20,Référencement
C92367,Tahiri,Sara,sara.tahiri88@gmail.com,1991-12-22,F,Meknès,0748545157,2023-09-30,Instagram
C00304,Bennani,Imane,imane.bennani708@gmail.com,1994-03-06,F,TNG,0770746206,2023-01-13,Social Media
C00626,Tazi,Sara,sara.tazi935@gmail.com,1982-02-12,Femme,casa,0648131375,2020-03-01,Email
C01903,Lahlou,Hafsa,hafsa.lahlou268@gmail.com,1952-12-12,female,marrakech,0620024337,2021-03-05,Facebook
C03665,Belkadi,Mohammed,mohammed.belkadi548@gmail.com,1987-09-13,M,Fès,0721323629,2024-12-20,Marketplace
C01219,Bensouda,Khadija,khadija.bensouda47@gmail.com,1958-03-09,0,casa,0649594225,2021-03-04,Instagram
C01694,Ghazi,Imane,imane.ghazi981@hotmail.com,1995-02-03,0,Marrakesh,0756177939,2020-11-11,SEO
C02605,Tahiri,Hicham,hicham.tahiri91@hotmail.com,1987-06-25,male,casa,0622460053,2023-02-04,Social Media
C90017,Idrissi,Aicha,aicha.idrissi298@gmail.com,2009-04-14,Femme,Marrakech,0795305783,2023-05-12,Marketplace
C03681,Tazi,Samir,samir.tazi316@yahoo.com,2008-09-23,Homme,MEK,0717995360,2021-02-13,SEO
C00514,Mansouri,Meryem,meryem.mansouri113@gmail.com,1961-12-18,f,kenitra,0784777007,2022-01-09,SEO
C03940,Ziani,Samir,samir.ziani812@gmail.com,2005-06-24,male,Marrakech,0744498205,2022-04-29,Google Ads
C93865,Moussaoui,Sara,sara.moussaoui372@gmail.com,2005-11-29,F,Rabat,0711323834,2020-10-26,Social Media
C03979,Moussaoui,Zineb,zineb.moussaoui500@outlook.com,2032-03-13,F,agdr,0689512838,2024-12-22,Référencement
C01036,Alaoui,Salma,salma.alaoui92@gmail.com,1957-05-07,female,AGADIR,0696024494,2023-03-15,Google Ads
C92459,Tazi,Samir,samir.tazi555@gmail.com,1980-10-24,m,Oujda,0737930832,2020-09-13,Facebook
C03372,El Fassi,Hicham,hicham.elfassi440@gmail.com,1991-12-14,h,mrakech,0623801136,2024-01-19,Instagram
C03851,Ghazi,Soukaina,soukaina.ghazi377@gmail.com,1998-06-25,female,CAS,0687853469,2022-03-25,Email
C03632,El Amrani,Hamza,hamza.elamrani373@hotmail.com,2006-02-10,H,Rbat,0783688700,2022-06-28,Instagram
C02038,Chraibi,Ahmed,ahmed.chraibi780@gmail.com,1989-09-05,male,TANGER,0711142034,2024-05-14,Marketplace
C00581,Mansouri,Reda,reda.mansouri371@gmail.com,1955-09-07,M,Tanger,0621378739,2024-04-26,Google Ads
C03337,El Fassi,Leila,leila.elfassi999@gmail.com,1994-01-05,Femme,FEZ,0716959101,2024-04-20,Instagram
C01638,Ghazi,Meryem,meryem.ghazi164@gmail.com,2009-05-11,F,casablanca,0724385841,2023-02-20,Direct
C00439,Idrissi,Khalid,khalid.idrissi93@yahoo.com,1978-06-27,Homme,Oujda,0629693143,2024-03-26,Email
C03019,El Amrani,Sara,sara.elamrani776@gmail.com,1960-10-12,F,Rbat,0754593635,2022-02-27,Google Ads
C01369,El Amrani,Karim,karim.elamrani404@gmail.com,1989-07-06,h,FES,0688083792,2023-01-23,Facebook
C01854,Mansouri,Meryem,meryem.mansouri834@hotmail.com,1955-10-23,F,Meknes,0774393080,2020-10-02,Référencement
C00035,Filali,Hajar,hajar.filali231@gmail.com,1958-01-28,f,rabat,0792043803,2020-04-04,Social Media
C90989,Benali,Aicha,aicha.benali910@gmail.com,1970-02-10,f,Rbat,0743831592,2021-07-09,Email
C03877,Alaoui,Hassan,hassan.alaoui834@gmail.com,1991-08-28,Homme,MEK,0779109677,2020-08-17,Direct
C94701,Bensouda,Adil,adil.bensouda695@gmail.com,1967-12-27,1,casa,0732778889,2020-03-03,Social Media
C01071,El Amrani,Houda,houda.elamrani304@gmail.com,1984-06-30,0,Casablanca-Anfa,0743681911,2021-08-07,Google Ads
C01263,Tahiri,Mehdi,mehdi.tahiri857@gmail.com,1967-08-12,1,MARRAKECH,0799064587,2020-01-07,Social Media
C02937,Benali,Nabil,nabil.benali688@yahoo.com,2009-04-09,m,agadir,0744578937,2022-11-29,Facebook
C00168,Berrada,Zineb,zineb.berrada721@gmail.com,2007-09-30,female,Fès,0741452485,2020-03-31,Direct
C01151,Tazi,Dounia,dounia.tazi855@gmail.com,2002-01-14,f,rabat,0733507564,2022-08-05,Social Media
C02421,Lahlou,Mehdi,mehdi.lahlou71@outlook.com,1977-05-25,h,FES,0671965736,2023-06-30,Facebook
C00313,Moussaoui,Hassan,hassan.moussaoui687@gmail.com,2009-06-29,male,FES,0637592422,2023-11-04,Direct
C03516,Ouali,Adil,adil.ouali459@outlook.com,1953-02-11,m,Fez,0779847852,2022-11-05,Instagram
C03872,Belkadi,Adil,adil.belkadi268@gmail.com,1988-09-22,m,MARRAKECH,0736902350,2023-02-25,Référencement
C00362,Bennani,Meryem,meryem.bennani859@yahoo.com,1970-03-22,F,marrakech,0772705646,2024-10-28,Direct
C02996,Benali,Rachid,rachid.benali412@gmail.com,1980-02-07,Homme,tanger-med,0679644074,2023-04-03,SEO
C02560,Bennani,Houda,houda.bennani478@gmail.com,1971-04-06,F,Casa,0710617717,2024-07-13,Marketplace
C03898,Bensouda,Soukaina,soukaina.bensouda201@gmail.com,1992-03-05,0,TNG,0692263217,2024-09-08,Social Media
C01206,Bensouda,Omar,omar.bensouda879@gmail.com,1988-02-14,M,RABAT,0716567733,2022-09-28,Bouche à oreille
C03585,Idrissi,Houda,houda.idrissi438@gmail.com,1962-02-16,0,Tnja,0689260680,2020-08-04,Facebook
C00001,Lahlou,Mohammed,mohammed.lahlou693@gmail.com,1996-03-08,1,FES,0613999315,2023-04-24,Social Media
C02370,Tazi,Aicha,aicha.tazi168@gmail.com,1967-12-30,Femme,kenitra,0614398598,2021-04-15,Social Media
C00489,Bensouda,Youssef,youssef.bensouda184@yahoo.com,2005-04-05,M,Casablanca,0676616115,2021-07-19,Email
C96857,Tazi,Youssef,youssef.tazi137@hotmail.com,2009-09-16,m,Kénitra,0799396822,2024-08-20,Marketplace
C01420,Bensouda,Tariq,tariq.bensouda924@gmail.com,1990-08-18,h,RBA,0716094013,2020-03-13,Email
C00907,Bensouda,Mohammed,mohammed.bensouda601@gmail.com,1986-08-25,M,RBA,0691439883,2022-01-25,Bouche à oreille
C00983,Bensouda,Mehdi,mehdi.bensouda278@yahoo.com,1991-02-26,1,casablanca,0726523557,2020-02-25,Facebook
C02252,Benali,Aicha,aicha.benali2@gmail.com,2000-09-10,F,OUJDA,0770052849,2020-08-17,Email
C01292,Tahiri,Imane,imane.tahiri144@gmail.com,1980-07-23,F,Casa,0695087196,2021-08-25,Email
C03322,Chraibi,Amine,amine.chraibi793@gmail.com,1983-10-31,m,TNG,0717934675,2020-08-05,Direct
C01795,Ouali,Youssef,youssef.ouali434@gmail.com,1966-07-05,1,TANGER,0780673593,2022-05-16,Instagram
C02742,Idrissi,Hafsa,hafsa.idrissi105@gmail.com,1968-03-20,f,kenitra,0699431177,2021-07-08,Bouche à oreille
C03434,Ziani,Ahmed,ahmed.ziani778@gmail.com,1978-12-24,Homme,tanger,0789335784,2021-07-22,Social Media
C02573,Tahiri,Salma,salma.tahiri650@gmail.com,1972-09-30,Femme,tanger,0721703122,2021-04-28,Bouche à oreille
C02509,Tazi,Karim,karim.tazi236@gmail.com,1967-05-28,h,Rabat,0617957405,2023-05-31,Email
C03143,Lahlou,Meryem,meryem.lahlou87@hotmail.com,2004-12-05,f,agadir,0734608805,2020-01-26,Référencement
C03449,Benali,Meryem,meryem.benali757@outlook.com,1952-07-05,f,Fès,0775777855,2020-06-14,Facebook
C00766,Tazi,Zakaria,zakaria.tazi582@outlook.com,2000-06-24,M,Marrakesh,0773539966,2020-05-07,Référencement
C03200,Berrada,Karim,karim.berrada831@outlook.com,1978-05-09,h,marrakech,0628291385,2022-11-25,Direct
C03285,Benali,Salma,salma.benali334@gmail.com,1999-08-30,F,marrakech,0634667121,2021-12-06,SEO
C93300,Berrada,Mohammed,mohammed.berrada459@hotmail.com,1976-12-12,M,Tanger-Ville,0630772573,2020-03-14,Instagram
C00887,Moussaoui,Hafsa,hafsa.moussaoui21@gmail.com,1995-05-13,F,Fès,0715675419,2022-10-24,Email
C01332,Belkadi,Omar,omar.belkadi235@gmail.com,1958-05-20,M,casa,0758186321,2021-07-18,Direct
C00571,Belkadi,Leila,leila.belkadi889@gmail.com,1970-06-12,F,tanger,0787363548,2022-12-17,Google Ads
C02624,Ziani,Leila,leila.ziani373@outlook.com,1962-09-18,f,MARRAKECH,0797820518,2021-07-01,Bouche à oreille
C02517,Moussaoui,Hafsa,hafsa.moussaoui620@outlook.com,1980-10-27,Femme,TNG,0662445055,2021-02-03,Bouche à oreille
C98380,Lahlou,Youssef,youssef.lahlou609@gmail.com,1993-01-01,H,rabat,0656776651,2021-10-25,Bouche à oreille
C00753,Chraibi,Sanaa,sanaa.chraibi80@gmail.com,1962-08-14,f,oujda,0761065827,2021-10-03,Email
C02563,Bensouda,Sanaa,sanaa.bensouda674@gmail.com,1978-11-02,0,MARRAKECH,0745411706,2024-11-25,Google Ads
C01331,Bensouda,Soukaina,soukaina.bensouda359@gmail.com,1955-11-23,F,Salé,0638805562,2020-05-15,Marketplace
C02879,Chraibi,Houda,houda.chraibi792@gmail.com,1992-06-25,f,MRK,0670030521,2023-04-24,Facebook
C02660,Bensouda,Samir,samir.bensouda254@gmail.com,1968-12-13,Homme,Kénitra,0776431561,2020-05-20,Google Ads
C03244,Bennani,Hamza,hamza.bennani249@gmail.com,1976-09-09,1,Oujda,0717208939,2021-09-19,Référencement
C02747,Tazi,Fatima,fatima.tazi170@yahoo.com,2009-09-07,F,RBA,0786403553,2023-07-07,Facebook
C01716,Tazi,Reda,@tazi.com,1992-01-29,M,FEZ,0636828136,2021-04-12,Bouche à oreille
C03205,Benali,Amine,amine.benali901@yahoo.com,2003-08-15,M,AGA,0616051041,2022-01-29,Instagram
C01643,Berrada,Fatima,fatima.berrada375@gmail.com,2004-11-27,female,Casablanca-Anfa,0776010706,2023-07-05,Email
C00849,Tahiri,Nadia,nadia.tahiri382@gmail.com,1990-08-10,0,rabat,0797229186,2020-03-14,Instagram
C00361,El Fassi,Sara,sara.elfassi407@gmail.com,1975-04-27,F,RBA,0621316066,2020-07-31,Facebook
C03059,Kadiri,Houda,houda.kadiri888@gmail.com,1972-12-01,Femme,Meknès,0769767803,2020-03-28,Social Media
